"stop_id","pid","gender"
"3432","1","Male"
"3433","1","Male"
"3434","1","Female"
"3435","1","Female"
"3436","1","Female"
"3437","1","Male"
"3438","1","Female"
"3439","1","Male"
"3440","1","Male"
"3441","1","Male"
"3442","1","Male"
"3443","1","Male"
"3443","2","Female"
"3444","1","Male"
"3445","1","Male"
"3446","1","Male"
"3447","1","Female"
"3448","1","Female"
"3449","1","Male"
"3450","1","Male"
"3451","1","Female"
"3452","1","Male"
"3453","1","Male"
"3454","1","Male"
"3455","1","Male"
"3456","1","Male"
"3457","1","Male"
"3457","2","Male"
"3457","3","Male"
"3457","4","Male"
"3457","5","Male"
"3457","6","Male"
"3457","7","Male"
"3457","8","Male"
"3457","9","Male"
"3457","10","Male"
"3458","1","Male"
"3459","1","Male"
"3460","1","Female"
"3461","1","Female"
"3462","1","Male"
"3463","1","Female"
"3464","1","Male"
"3465","1","Female"
"3466","1","Male"
"3467","1","Male"
"3468","1","Female"
"3469","1","Male"
"3470","1","Female"
"3470","2","Female"
"3470","3","Female"
"3470","4","Female"
"3470","5","Female"
"3471","1","Female"
"3472","1","Male"
"3473","1","Male"
"3474","1","Female"
"3475","1","Male"
"3476","1","Female"
"3476","2","Male"
"3477","1","Male"
"3477","2","Male"
"3478","1","Male"
"3479","1","Male"
"3480","1","Male"
"3481","1","Male"
"3482","1","Male"
"3483","1","Male"
"3484","1","Male"
"3485","1","Female"
"3486","1","Male"
"3487","1","Male"
"3488","1","Male"
"3489","1","Male"
"3490","1","Female"
"3491","1","Male"
"3492","1","Male"
"3493","1","Male"
"3494","1","Male"
"3495","1","Male"
"3496","1","Female"
"3497","1","Male"
"3498","1","Male"
"3499","1","Female"
"3500","1","Male"
"3501","1","Female"
"3502","1","Female"
"3503","1","Female"
"3504","1","Male"
"3505","1","Male"
"3506","1","Female"
"3507","1","Male"
"3508","1","Male"
"3509","1","Male"
"3510","1","Male"
"3511","1","Female"
"3512","1","Male"
"3512","2","Male"
"3513","1","Male"
"3514","1","Male"
"3515","1","Male"
"3516","1","Male"
"3517","1","Male"
"3518","1","Female"
"3519","1","Male"
"3520","1","Male"
"3521","1","Male"
"3522","1","Male"
"3523","1","Male"
"3524","1","Male"
"3525","1","Male"
"3526","1","Female"
"3527","1","Female"
"3528","1","Male"
"3529","1","Male"
"3530","1","Male"
"3531","1","Male"
"3532","1","Male"
"3532","2","Male"
"3532","3","Male"
"3533","1","Male"
"3534","1","Male"
"3535","1","Female"
"3536","1","Male"
"3537","1","Female"
"3538","1","Male"
"3539","1","Male"
"3540","1","Male"
"3541","1","Male"
"3542","1","Female"
"3543","1","Male"
"3544","1","Male"
"3545","1","Male"
"3546","1","Male"
"3547","1","Female"
"3548","1","Male"
"3549","1","Female"
"3550","1","Female"
"3551","1","Male"
"3552","1","Female"
"3553","1","Male"
"3553","2","Male"
"3554","1","Female"
"3555","1","Male"
"3556","1","Male"
"3557","1","Male"
"3558","1","Male"
"3559","1","Female"
"3560","1","Female"
"3561","1","Male"
"3562","1","Female"
"3563","1","Male"
"3564","1","Male"
"3565","1","Male"
"3566","1","Male"
"3567","1","Male"
"3568","1","Male"
"3569","1","Male"
"3570","1","Female"
"3571","1","Female"
"3572","1","Female"
"3573","1","Male"
"3574","1","Male"
"3575","1","Female"
"3576","1","Female"
"3577","1","Male"
"3578","1","Male"
"3579","1","Male"
"3580","1","Female"
"3581","1","Male"
"3582","1","Male"
"3583","1","Male"
"3584","1","Male"
"3585","1","Male"
"3586","1","Female"
"3587","1","Male"
"3588","1","Female"
"3589","1","Male"
"3590","1","Male"
"3591","1","Male"
"3592","1","Female"
"3593","1","Male"
"3594","1","Male"
"3594","2","Male"
"3595","1","Male"
"3596","1","Male"
"3597","1","Male"
"3598","1","Male"
"3598","2","Female"
"3598","3","Female"
"3599","1","Male"
"3600","1","Male"
"3601","1","Male"
"3602","1","Male"
"3603","1","Male"
"3604","1","Female"
"3605","1","Male"
"3606","1","Male"
"3607","1","Female"
"3608","1","Male"
"3609","1","Male"
"3610","1","Male"
"3611","1","Male"
"3612","1","Male"
"3613","1","Male"
"3614","1","Male"
"3615","1","Male"
"3616","1","Female"
"3617","1","Female"
"3618","1","Male"
"3619","1","Female"
"3620","1","Male"
"3621","1","Male"
"3622","1","Male"
"3623","1","Male"
"3624","1","Male"
"3625","1","Male"
"3626","1","Female"
"3627","1","Male"
"3628","1","Male"
"3629","1","Male"
"3630","1","Female"
"3631","1","Male"
"3632","1","Male"
"3633","1","Female"
"3633","2","Male"
"3634","1","Female"
"3635","1","Female"
"3636","1","Female"
"3637","1","Female"
"3638","1","Male"
"3639","1","Male"
"3640","1","Female"
"3641","1","Male"
"3642","1","Female"
"3643","1","Male"
"3644","1","Female"
"3645","1","Female"
"3646","1","Female"
"3646","2","Male"
"3647","1","Male"
"3648","1","Male"
"3649","1","Male"
"3650","1","Male"
"3651","1","Female"
"3652","1","Female"
"3653","1","Male"
"3654","1","Male"
"3655","1","Male"
"3656","1","Male"
"3657","1","Female"
"3658","1","Male"
"3659","1","Male"
"3660","1","Male"
"3661","1","Male"
"3662","1","Male"
"3663","1","Female"
"3664","1","Male"
"3665","1","Male"
"3666","1","Male"
"3667","1","Female"
"3668","1","Female"
"3669","1","Male"
"3670","1","Male"
"3671","1","Female"
"3672","1","Male"
"3673","1","Male"
"3674","1","Male"
"3675","1","Female"
"3676","1","Female"
"3677","1","Male"
"3677","2","Male"
"3678","1","Female"
"3679","1","Male"
"3680","1","Female"
"3681","1","Male"
"3682","1","Female"
"3683","1","Female"
"3684","1","Female"
"3685","1","Female"
"3686","1","Male"
"3687","1","Female"
"3688","1","Male"
"3689","1","Male"
"3690","1","Female"
"3691","1","Male"
"3692","1","Male"
"3693","1","Male"
"3694","1","Male"
"3695","1","Female"
"3696","1","Male"
"3697","1","Female"
"3698","1","Male"
"3699","1","Male"
"3700","1","Female"
"3701","1","Female"
"3702","1","Female"
"3703","1","Male"
"3704","1","Male"
"3705","1","Male"
"3706","1","Male"
"3707","1","Female"
"3708","1","Male"
"3709","1","Male"
"3710","1","Male"
"3711","1","Male"
"3712","1","Male"
"3713","1","Male"
"3714","1","Male"
"3715","1","Male"
"3716","1","Male"
"3717","1","Female"
"3718","1","Male"
"3719","1","Male"
"3720","1","Female"
"3721","1","Male"
"3722","1","Male"
"3723","1","Female"
"3724","1","Female"
"3725","1","Male"
"3726","1","Male"
"3727","1","Male"
"3728","1","Male"
"3729","1","Male"
"3730","1","Male"
"3731","1","Female"
"3732","1","Male"
"3733","1","Male"
"3734","1","Male"
"3735","1","Female"
"3736","1","Male"
"3737","1","Male"
"3738","1","Male"
"3739","1","Male"
"3740","1","Female"
